Gene_ID	Gene_Symbol	Species	Gene Name
1880	GPR183	Homo sapiens	G protein-coupled receptor 183(GPR183)
57120	GOPC	Homo sapiens	golgi associated PDZ and coiled-coil motif containing(GOPC)
57122	NUP107	Homo sapiens	nucleoporin 107(NUP107)
201456	FBXO15	Homo sapiens	F-box protein 15(FBXO15)
1877	E4F1	Homo sapiens	E4F transcription factor 1(E4F1)
57127	RHBG	Homo sapiens	Rh family B glycoprotein (gene/pseudogene)(RHBG)
1876	E2F6	Homo sapiens	E2F transcription factor 6(E2F6)
57128	LYRM4	Homo sapiens	LYR motif containing 4(LYRM4)
1875	E2F5	Homo sapiens	E2F transcription factor 5(E2F5)
83417	FCRL4	Homo sapiens	Fc receptor like 4(FCRL4)
57129	MRPL47	Homo sapiens	mitochondrial ribosomal protein L47(MRPL47)
1874	E2F4	Homo sapiens	E2F transcription factor 4(E2F4)
200132	TCTEX1D1	Homo sapiens	Tctex1 domain containing 1(TCTEX1D1)
83416	FCRL5	Homo sapiens	Fc receptor like 5(FCRL5)
84747	UNC119B	Homo sapiens	unc-119 lipid binding chaperone B(UNC119B)
57124	CD248	Homo sapiens	CD248 molecule(CD248)
1871	E2F3	Homo sapiens	E2F transcription factor 3(E2F3)
57125	PLXDC1	Homo sapiens	plexin domain containing 1(PLXDC1)
1870	E2F2	Homo sapiens	E2F transcription factor 2(E2F2)
57126	CD177	Homo sapiens	CD177 molecule(CD177)
152078	PQLC2L	Homo sapiens	PQ loop repeat containing 2 like(PQLC2L)
1879	EBF1	Homo sapiens	early B-cell factor 1(EBF1)
1891	ECH1	Homo sapiens	enoyl-CoA hydratase 1(ECH1)
57130	ATP13A1	Homo sapiens	ATPase 13A1(ATP13A1)
1890	TYMP	Homo sapiens	thymidine phosphorylase(TYMP)
57132	CHMP1B	Homo sapiens	charged multivesicular body protein 1B(CHMP1B)
84727	SPSB2	Homo sapiens	splA/ryanodine receptor domain and SOCS box containing 2(SPSB2)
84735	CNDP1	Homo sapiens	carnosine dipeptidase 1(CNDP1)
57139	RGL3	Homo sapiens	ral guanine nucleotide dissociation stimulator like 3(RGL3)
201475	RAB12	Homo sapiens	"RAB12, member RAS oncogene family(RAB12)"
115098	CCDC124	Homo sapiens	coiled-coil domain containing 124(CCDC124)
57134	MAN1C1	Homo sapiens	mannosidase alpha class 1C member 1(MAN1C1)
57135	DAZ4	Homo sapiens	deleted in azoospermia 4(DAZ4)
84733	CBX2	Homo sapiens	chromobox 2(CBX2)
57136	APMAP	Homo sapiens	adipocyte plasma membrane associated protein(APMAP)
83401	ELOVL3	Homo sapiens	ELOVL fatty acid elongase 3(ELOVL3)
1889	ECE1	Homo sapiens	endothelin converting enzyme 1(ECE1)
58473	PLEKHB1	Homo sapiens	pleckstrin homology domain containing B1(PLEKHB1)
57142	RTN4	Homo sapiens	reticulon 4(RTN4)
57143	ADCK1	Homo sapiens	aarF domain containing kinase 1(ADCK1)
58475	MS4A7	Homo sapiens	membrane spanning 4-domains A7(MS4A7)
57144	PAK5	Homo sapiens	p21 (RAC1) activated kinase 5(PAK5)
57149	LYRM1	Homo sapiens	LYR motif containing 1(LYRM1)
84767	TRIM51	Homo sapiens	tripartite motif-containing 51(TRIM51)
83439	TCF7L1	Homo sapiens	transcription factor 7 like 1(TCF7L1)
1896	EDA	Homo sapiens	ectodysplasin A(EDA)
58477	SRPRB	Homo sapiens	SRP receptor beta subunit(SRPRB)
1894	ECT2	Homo sapiens	epithelial cell transforming 2(ECT2)
57146	TMEM159	Homo sapiens	transmembrane protein 159(TMEM159)
58476	TP53INP2	Homo sapiens	tumor protein p53 inducible nuclear protein 2(TP53INP2)
1893	ECM1	Homo sapiens	extracellular matrix protein 1(ECM1)
84766	CRACR2A	Homo sapiens	calcium release activated channel regulator 2A(CRACR2A)
57147	SCYL3	Homo sapiens	SCY1 like pseudokinase 3(SCYL3)
1892	ECHS1	Homo sapiens	"enoyl-CoA hydratase, short chain 1(ECHS1)"
84765	ZNF577	Homo sapiens	zinc finger protein 577(ZNF577)
57148	RALGAPB	Homo sapiens	Ral GTPase activating protein non-catalytic beta subunit(RALGAPB)
58478	ENOPH1	Homo sapiens	enolase-phosphatase 1(ENOPH1)
152015	ROPN1B	Homo sapiens	rhophilin associated tail protein 1B(ROPN1B)
57152	SLURP1	Homo sapiens	secreted LY6/PLAUR domain containing 1(SLURP1)
58484	NLRC4	Homo sapiens	NLR family CARD domain containing 4(NLRC4)
57153	SLC44A2	Homo sapiens	solute carrier family 44 member 2(SLC44A2)
165324	UBXN2A	Homo sapiens	UBX domain protein 2A(UBXN2A)
166655	TRIM60	Homo sapiens	tripartite motif containing 60(TRIM60)
57154	SMURF1	Homo sapiens	SMAD specific E3 ubiquitin protein ligase 1(SMURF1)
58486	ZBED5	Homo sapiens	zinc finger BED-type containing 5(ZBED5)
58485	TRAPPC1	Homo sapiens	trafficking protein particle complex 1(TRAPPC1)
58480	RHOU	Homo sapiens	ras homolog family member U(RHOU)
84749	USP30	Homo sapiens	ubiquitin specific peptidase 30(USP30)
84759	PCGF1	Homo sapiens	polycomb group ring finger 1(PCGF1)
58488	PCTP	Homo sapiens	phosphatidylcholine transfer protein(PCTP)
84752	B3GNT9	Homo sapiens	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9(B3GNT9)"
58487	CREBZF	Homo sapiens	CREB/ATF bZIP transcription factor(CREBZF)
57158	JPH2	Homo sapiens	junctophilin 2(JPH2)
57159	TRIM54	Homo sapiens	tripartite motif containing 54(TRIM54)
58489	ABHD17C	Homo sapiens	abhydrolase domain containing 17C(ABHD17C)
139067	SPANXN3	Homo sapiens	SPANX family member N3(SPANXN3)
94104	PAXBP1	Homo sapiens	PAX3 and PAX7 binding protein 1(PAXBP1)
94103	ORMDL3	Homo sapiens	ORMDL sphingolipid biosynthesis regulator 3(ORMDL3)
96764	TGS1	Homo sapiens	trimethylguanosine synthase 1(TGS1)
94107	TMEM203	Homo sapiens	transmembrane protein 203(TMEM203)
58495	OVOL2	Homo sapiens	ovo like zinc finger 2(OVOL2)
58494	JAM2	Homo sapiens	junctional adhesion molecule 2(JAM2)
57165	GJC2	Homo sapiens	gap junction protein gamma 2(GJC2)
58497	PRUNE1	Homo sapiens	prune exopolyphosphatase(PRUNE1)
58491	ZNF71	Homo sapiens	zinc finger protein 71(ZNF71)
94101	ORMDL1	Homo sapiens	ORMDL sphingolipid biosynthesis regulator 1(ORMDL1)
58490	RPRD1B	Homo sapiens	regulation of nuclear pre-mRNA domain containing 1B(RPRD1B)
57161	PELI2	Homo sapiens	pellino E3 ubiquitin protein ligase family member 2(PELI2)
58493	INIP	Homo sapiens	INTS3 and NABP interacting protein(INIP)
57162	PELI1	Homo sapiens	pellino E3 ubiquitin protein ligase 1(PELI1)
58492	ZNF77	Homo sapiens	zinc finger protein 77(ZNF77)
57167	SALL4	Homo sapiens	spalt like transcription factor 4(SALL4)
58499	ZNF462	Homo sapiens	zinc finger protein 462(ZNF462)
58498	MYL7	Homo sapiens	myosin light chain 7(MYL7)
57169	ZNFX1	Homo sapiens	zinc finger NFX1-type containing 1(ZNFX1)
200172	SLFNL1	Homo sapiens	schlafen like 1(SLFNL1)
84787	KMT5C	Homo sapiens	lysine methyltransferase 5C(KMT5C)
83451	ABHD11	Homo sapiens	abhydrolase domain containing 11(ABHD11)
83450	DRC3	Homo sapiens	dynein regulatory complex subunit 3(DRC3)
83452	RAB33B	Homo sapiens	"RAB33B, member RAS oncogene family(RAB33B)"
153364	MBLAC2	Homo sapiens	metallo-beta-lactamase domain containing 2(MBLAC2)
57175	CORO1B	Homo sapiens	coronin 1B(CORO1B)
57176	VARS2	Homo sapiens	"valyl-tRNA synthetase 2, mitochondrial(VARS2)"
57172	CAMK1G	Homo sapiens	calcium/calmodulin dependent protein kinase IG(CAMK1G)
200186	CRTC2	Homo sapiens	CREB regulated transcription coactivator 2(CRTC2)
83448	PUS7L	Homo sapiens	pseudouridylate synthase 7 like(PUS7L)
84779	NAA11	Homo sapiens	"N(alpha)-acetyltransferase 11, NatA catalytic subunit(NAA11)"
200185	KRTCAP2	Homo sapiens	keratinocyte associated protein 2(KRTCAP2)
83447	SLC25A31	Homo sapiens	solute carrier family 25 member 31(SLC25A31)
83449	PMFBP1	Homo sapiens	polyamine modulated factor 1 binding protein 1(PMFBP1)
139081	MAGEC3	Homo sapiens	MAGE family member C3(MAGEC3)
83444	INO80B	Homo sapiens	INO80 complex subunit B(INO80B)
84775	ZNF607	Homo sapiens	zinc finger protein 607(ZNF607)
57178	ZMIZ1	Homo sapiens	zinc finger MIZ-type containing 1(ZMIZ1)
83443	SF3B5	Homo sapiens	splicing factor 3b subunit 5(SF3B5)
57179	KIAA1191	Homo sapiens	KIAA1191(KIAA1191)
83446	CCDC70	Homo sapiens	coiled-coil domain containing 70(CCDC70)
83445	GSG1	Homo sapiens	germ cell associated 1(GSG1)
83440	ADPGK	Homo sapiens	ADP dependent glucokinase(ADPGK)
83442	SH3BGRL3	Homo sapiens	SH3 domain binding glutamate rich protein like 3(SH3BGRL3)
113655	MFSD3	Homo sapiens	major facilitator superfamily domain containing 3(MFSD3)
114984	FLYWCH2	Homo sapiens	FLYWCH family member 2(FLYWCH2)
353323	Krtap12-2	Homo sapiens	keratin associated protein 12-2(KRTAP12-2)
353322	ANKRD37	Homo sapiens	ankyrin repeat domain 37(ANKRD37)
114987	WDR31	Homo sapiens	WD repeat domain 31(WDR31)
353324	SPATA12	Homo sapiens	spermatogenesis associated 12(SPATA12)
10657	KHDRBS1	Homo sapiens	"KH RNA binding domain containing, signal transduction associated 1(KHDRBS1)"
126969	SLC44A3	Homo sapiens	solute carrier family 44 member 3(SLC44A3)
10656	KHDRBS3	Homo sapiens	"KH RNA binding domain containing, signal transduction associated 3(KHDRBS3)"
10659	CELF2	Homo sapiens	"CUGBP, Elav-like family member 2(CELF2)"
10658	CELF1	Homo sapiens	"CUGBP, Elav-like family member 1(CELF1)"
114990	VASN	Homo sapiens	vasorin(VASN)
114991	ZNF618	Homo sapiens	zinc finger protein 618(ZNF618)
149603	RNF187	Homo sapiens	ring finger protein 187(RNF187)
10651	MTX2	Homo sapiens	metaxin 2(MTX2)
10650	PRELID3A	Homo sapiens	PRELI domain containing 3A(PRELID3A)
10653	SPINT2	Homo sapiens	"serine peptidase inhibitor, Kunitz type 2(SPINT2)"
10652	YKT6	Homo sapiens	YKT6 v-SNARE homolog (S. cerevisiae)(YKT6)
342667	STAC2	Homo sapiens	SH3 and cysteine rich domain 2(STAC2)
10655	DMRT2	Homo sapiens	doublesex and mab-3 related transcription factor 2(DMRT2)
10654	pmvk	Homo sapiens	phosphomevalonate kinase(PMVK)
136306	SVOPL	Homo sapiens	SVOP like(SVOPL)
353332	KRTAP12-1	Homo sapiens	keratin associated protein 12-1(KRTAP12-1)
126961	HIST2H3C	Homo sapiens	histone cluster 2 H3 family member c(HIST2H3C)
353333	KRTAP10-10	Homo sapiens	keratin associated protein 10-10(KRTAP10-10)
10668	CGRRF1	Homo sapiens	cell growth regulator with ring finger domain 1(CGRRF1)
10667	FARS2	Homo sapiens	"phenylalanyl-tRNA synthetase 2, mitochondrial(FARS2)"
10669	CGREF1	Homo sapiens	cell growth regulator with EF-hand domain 1(CGREF1)
10660	LBX1	Homo sapiens	ladybird homeobox 1(LBX1)
10661	KLF1	Homo sapiens	Kruppel like factor 1(KLF1)
10664	CTCF	Homo sapiens	CCCTC-binding factor(CTCF)
10663	Cxcr6	Homo sapiens	C-X-C motif chemokine receptor 6(CXCR6)
10666	CD226	Homo sapiens	CD226 molecule(CD226)
10665	C6orf10	Homo sapiens	chromosome 6 open reading frame 10(C6orf10)
136319	MTPN	Homo sapiens	myotrophin(MTPN)
162605	KRT28	Homo sapiens	keratin 28(KRT28)
353345	gpr141	Homo sapiens	G protein-coupled receptor 141(GPR141)
10635	RAD51AP1	Homo sapiens	RAD51 associated protein 1(RAD51AP1)
10634	GAS2L1	Homo sapiens	growth arrest specific 2 like 1(GAS2L1)
149628	PYHIN1	Homo sapiens	pyrin and HIN domain family member 1(PYHIN1)
84902	CEP89	Homo sapiens	centrosomal protein 89(CEP89)
10636	RGS14	Homo sapiens	regulator of G-protein signaling 14(RGS14)
84901	NFATC2IP	Homo sapiens	nuclear factor of activated T-cells 2 interacting protein(NFATC2IP)
114971	PTPMT1	Homo sapiens	"protein tyrosine phosphatase, mitochondrial 1(PTPMT1)"
10631	POSTN	Homo sapiens	periostin(POSTN)
643836	ZFP62	Homo sapiens	ZFP62 zinc finger protein(ZFP62)
10630	PDPN	Homo sapiens	podoplanin(PDPN)
10633	rasl10a	Homo sapiens	RAS like family 10 member A(RASL10A)
10632	ATP5L	Homo sapiens	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit G(ATP5L)"
353355	ZNF233	Homo sapiens	zinc finger protein 233(ZNF233)
10645	CAMKK2	Homo sapiens	calcium/calmodulin dependent protein kinase kinase 2(CAMKK2)
10648	SCGB1D1	Homo sapiens	secretoglobin family 1D member 1(SCGB1D1)
10647	SCGB1D2	Homo sapiens	secretoglobin family 1D member 2(SCGB1D2)
148304	C1orf74	Homo sapiens	chromosome 1 open reading frame 74(C1orf74)
114960	TSGA13	Homo sapiens	testis specific 13(TSGA13)
10640	EXOC5	Homo sapiens	exocyst complex component 5(EXOC5)
136332	LRGUK	Homo sapiens	leucine rich repeats and guanylate kinase domain containing(LRGUK)
10642	IGF2BP1	Homo sapiens	insulin like growth factor 2 mRNA binding protein 1(IGF2BP1)
643847	PGA4	Homo sapiens	"pepsinogen 4, group I (pepsinogen A)(PGA4)"
10641	NPRL2	Homo sapiens	"NPR2-like, GATOR1 complex subunit(NPRL2)"
10644	IGF2BP2	Homo sapiens	insulin like growth factor 2 mRNA binding protein 2(IGF2BP2)
642517	AGAP9	Homo sapiens	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9(AGAP9)"
10643	IGF2BP3	Homo sapiens	insulin like growth factor 2 mRNA binding protein 3(IGF2BP3)
317671	RFESD	Homo sapiens	Rieske Fe-S domain containing(RFESD)
10609	P3H4	Homo sapiens	prolyl 3-hydroxylase family member 4 (non-enzymatic)(P3H4)
389320	TEX43	Homo sapiens	testis expressed 43(TEX43)
84914	ZNF587	Homo sapiens	zinc finger protein 587(ZNF587)
84916	UTP4	Homo sapiens	"UTP4, small subunit processome component(UTP4)"
10613	ERLIN1	Homo sapiens	ER lipid raft associated 1(ERLIN1)
84922	FIZ1	Homo sapiens	FLT3 interacting zinc finger 1(FIZ1)
10612	TRIM3	Homo sapiens	tripartite motif containing 3(TRIM3)
10615	SPAG5	Homo sapiens	sperm associated antigen 5(SPAG5)
84924	ZNF566	Homo sapiens	zinc finger protein 566(ZNF566)
10614	HEXIM1	Homo sapiens	hexamethylene bisacetamide inducible 1(HEXIM1)
84923	FAM104A	Homo sapiens	family with sequence similarity 104 member A(FAM104A)
10617	STAMBP	Homo sapiens	STAM binding protein(STAMBP)
10616	RBCK1	Homo sapiens	RANBP2-type and C3HC4-type zinc finger containing 1(RBCK1)
84920	ALG10	Homo sapiens	"ALG10, alpha-1,2-glucosyltransferase(ALG10)"
123016	TTC8	Homo sapiens	tetratricopeptide repeat domain 8(TTC8)
10618	TGOLN2	Homo sapiens	trans-golgi network protein 2(TGOLN2)
497189	TIFAB	Homo sapiens	TIFA inhibitor(TIFAB)
643853	TMPPE	Homo sapiens	transmembrane protein with metallophosphoesterase domain(TMPPE)
10611	PDLIM5	Homo sapiens	PDZ and LIM domain 5(PDLIM5)
10610	st6galnac2	Homo sapiens	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2(ST6GALNAC2)"
84908	FAM136A	Homo sapiens	family with sequence similarity 136 member A(FAM136A)
353376	TICAM2	Homo sapiens	toll like receptor adaptor molecule 2(TICAM2)
390321	OR6C1	Homo sapiens	olfactory receptor family 6 subfamily C member 1(OR6C1)
84909	c9orf3	Homo sapiens	chromosome 9 open reading frame 3(C9orf3)
84904	ARHGEF39	Homo sapiens	Rho guanine nucleotide exchange factor 39(ARHGEF39)
84905	ZNF341	Homo sapiens	zinc finger protein 341(ZNF341)
84911	ZNF382	Homo sapiens	zinc finger protein 382(ZNF382)
10623	POLR3C	Homo sapiens	RNA polymerase III subunit C(POLR3C)
10626	TRIM16	Homo sapiens	tripartite motif containing 16(TRIM16)
84913	ATOH8	Homo sapiens	atonal bHLH transcription factor 8(ATOH8)
10625	IVNS1ABP	Homo sapiens	influenza virus NS1A binding protein(IVNS1ABP)
84912	SLC35B4	Homo sapiens	solute carrier family 35 member B4(SLC35B4)
10628	TXNIP	Homo sapiens	thioredoxin interacting protein(TXNIP)
10627	MYL12A	Homo sapiens	myosin light chain 12A(MYL12A)
10629	TAF6L	Homo sapiens	TATA-box binding protein associated factor 6 like(TAF6L)
643866	CBLN3	Homo sapiens	cerebellin 3 precursor(CBLN3)
10620	ARID3B	Homo sapiens	AT-rich interaction domain 3B(ARID3B)
10622	polr3g	Homo sapiens	RNA polymerase III subunit G(POLR3G)
10621	POLR3F	Homo sapiens	RNA polymerase III subunit F(POLR3F)
113675	SDSL	Homo sapiens	serine dehydratase like(SDSL)
83606	GUCD1	Homo sapiens	guanylyl cyclase domain containing 1(GUCD1)
84937	ZNRF1	Homo sapiens	zinc and ring finger 1(ZNRF1)
83605	CCM2	Homo sapiens	CCM2 scaffolding protein(CCM2)
84936	ZFYVE19	Homo sapiens	zinc finger FYVE-type containing 19(ZFYVE19)
83608	c18orf21	Homo sapiens	chromosome 18 open reading frame 21(C18orf21)
84939	MUM1	Homo sapiens	melanoma associated antigen (mutated) 1(MUM1)
83607	AMMECR1L	Homo sapiens	AMMECR1 like(AMMECR1L)
84938	ATG4C	Homo sapiens	autophagy related 4C cysteine peptidase(ATG4C)
84944	MAEL	Homo sapiens	maelstrom spermatogenic transposon silencer(MAEL)
151903	CCDC12	Homo sapiens	coiled-coil domain containing 12(CCDC12)
57325	KAT14	Homo sapiens	lysine acetyltransferase 14(KAT14)
317649	EIF4E3	Homo sapiens	eukaryotic translation initiation factor 4E family member 3(EIF4E3)
57326	PBXIP1	Homo sapiens	PBX homeobox interacting protein 1(PBXIP1)
401505	TOMM5	Homo sapiens	translocase of outer mitochondrial membrane 5(TOMM5)
84946	LTV1	Homo sapiens	LTV1 ribosome biogenesis factor(LTV1)
84940	CORO6	Homo sapiens	coronin 6(CORO6)
389336	C5orf46	Homo sapiens	chromosome 5 open reading frame 46(C5orf46)
84942	WDR73	Homo sapiens	WD repeat domain 73(WDR73)
84941	HSH2D	Homo sapiens	hematopoietic SH2 domain containing(HSH2D)
343930	MSGN1	Homo sapiens	mesogenin 1(MSGN1)
84929	FIBCD1	Homo sapiens	fibrinogen C domain containing 1(FIBCD1)
317662	FAM149B1	Homo sapiens	family with sequence similarity 149 member B1(FAM149B1)
56000	NXF3	Homo sapiens	nuclear RNA export factor 3(NXF3)
84926	spryd3	Homo sapiens	SPRY domain containing 3(SPRYD3)
84928	TMEM209	Homo sapiens	transmembrane protein 209(TMEM209)
10602	CDC42EP3	Homo sapiens	CDC42 effector protein 3(CDC42EP3)
84933	c8orf76	Homo sapiens	chromosome 8 open reading frame 76(C8orf76)
56005	MYDGF	Homo sapiens	myeloid derived growth factor(MYDGF)
57336	ZNF287	Homo sapiens	zinc finger protein 287(ZNF287)
84932	RAB2B	Homo sapiens	"RAB2B, member RAS oncogene family(RAB2B)"
56006	SMG9	Homo sapiens	"SMG9, nonsense mediated mRNA decay factor(SMG9)"
57337	SENP7	Homo sapiens	SUMO1/sentrin specific peptidase 7(SENP7)
83604	TMEM47	Homo sapiens	transmembrane protein 47(TMEM47)
84935	MEDAG	Homo sapiens	mesenteric estrogen dependent adipogenesis(MEDAG)
57338	JPH3	Homo sapiens	junctophilin 3(JPH3)
10603	SH2B2	Homo sapiens	SH2B adaptor protein 2(SH2B2)
84934	RITA1	Homo sapiens	RBPJ interacting and tubulin associated 1(RITA1)
10606	PAICS	Homo sapiens	phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase(PAICS)
56001	Nxf2	Homo sapiens	nuclear RNA export factor 2(NXF2)
57332	CBX8	Homo sapiens	chromobox 8(CBX8)
10605	PAIP1	Homo sapiens	poly(A) binding protein interacting protein 1(PAIP1)
57333	RCN3	Homo sapiens	reticulocalbin 3(RCN3)
10608	MXD4	Homo sapiens	MAX dimerization protein 4(MXD4)
10607	TBL3	Homo sapiens	transducin beta like 3(TBL3)
84930	MASTL	Homo sapiens	microtubule associated serine/threonine kinase like(MASTL)
57335	ZNF286A	Homo sapiens	zinc finger protein 286A(ZNF286A)
10600	USP16	Homo sapiens	ubiquitin specific peptidase 16(USP16)
389362	PSMG4	Homo sapiens	proteasome assembly chaperone 4(PSMG4)
148362	BROX	Homo sapiens	BRO1 domain and CAAX motif containing(BROX)
100271849	MEF2B	Homo sapiens	myocyte enhancer factor 2B(MEF2B)
150677	OTOS	Homo sapiens	otospiralin(OTOS)
150678	COPS9	Homo sapiens	COP9 signalosome subunit 9(COPS9)
162655	znf519	Homo sapiens	zinc finger protein 519(ZNF519)
112399	EGLN3	Homo sapiens	egl-9 family hypoxia inducible factor 3(EGLN3)
112398	EGLN2	Homo sapiens	egl-9 family hypoxia inducible factor 2(EGLN2)
147040	KCTD11	Homo sapiens	potassium channel tetramerization domain containing 11(KCTD11)
149699	GTSF1L	Homo sapiens	gametocyte specific factor 1 like(GTSF1L)
150684	COMMD1	Homo sapiens	copper metabolism domain containing 1(COMMD1)
199953	TMEM201	Homo sapiens	transmembrane protein 201(TMEM201)
150681	OR6B3	Homo sapiens	olfactory receptor family 6 subfamily B member 3(OR6B3)
159013	cxorf38	Homo sapiens	chromosome X open reading frame 38(CXorf38)
221504	ZBTB9	Homo sapiens	zinc finger and BTB domain containing 9(ZBTB9)
389383	CLPSL2	Homo sapiens	colipase like 2(CLPSL2)
389384	C6orf222	Homo sapiens	chromosome 6 open reading frame 222(C6orf222)
162681	c18orf54	Homo sapiens	chromosome 18 open reading frame 54(C18orf54)
123036	TC2N	Homo sapiens	"tandem C2 domains, nuclear(TC2N)"
150696	PROM2	Homo sapiens	prominin 2(PROM2)
199920	C1orf168	Homo sapiens	chromosome 1 open reading frame 168(C1orf168)
222826	FAM217A	Homo sapiens	family with sequence similarity 217 member A(FAM217A)
148398	SAMD11	Homo sapiens	sterile alpha motif domain containing 11(SAMD11)
124359	CDYL2	Homo sapiens	chromodomain Y-like 2(CDYL2)
221527	ZBTB12	Homo sapiens	zinc finger and BTB domain containing 12(ZBTB12)
10691	GMEB1	Homo sapiens	glucocorticoid modulatory element binding protein 1(GMEB1)
10690	FUT9	Homo sapiens	fucosyltransferase 9(FUT9)
151963	MB21D2	Homo sapiens	Mab-21 domain containing 2(MB21D2)
149647	FAM71A	Homo sapiens	family with sequence similarity 71 member A(FAM71A)
10693	CCT6B	Homo sapiens	chaperonin containing TCP1 subunit 6B(CCT6B)
10692	RRH	Homo sapiens	retinal pigment epithelium-derived rhodopsin homolog(RRH)
10695	CNPY3	Homo sapiens	canopy FGF signaling regulator 3(CNPY3)
10694	CCT8	Homo sapiens	chaperonin containing TCP1 subunit 8(CCT8)
10699	CORIN	Homo sapiens	"corin, serine peptidase(CORIN)"
123096	SLC25A29	Homo sapiens	solute carrier family 25 member 29(SLC25A29)
148327	CREB3L4	Homo sapiens	cAMP responsive element binding protein 3 like 4(CREB3L4)
137682	NDUFAF6	Homo sapiens	NADH:ubiquinone oxidoreductase complex assembly factor 6(NDUFAF6)
221545	C6orf136	Homo sapiens	chromosome 6 open reading frame 136(C6orf136)
220213	OTUD1	Homo sapiens	OTU deubiquitinase 1(OTUD1)
147011	PROCA1	Homo sapiens	protein interacting with cyclin A1(PROCA1)
147007	tmem199	Homo sapiens	transmembrane protein 199(TMEM199)
10678	B3GNT2	Homo sapiens	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2(B3GNT2)"
151987	PPP4R2	Homo sapiens	protein phosphatase 4 regulatory subunit 2(PPP4R2)
10671	DCTN6	Homo sapiens	dynactin subunit 6(DCTN6)
